"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"33265" 100 91 "within a few hours" "t"
"33266" 100 100 "within an hour" "f"
"33267" 100 NA "within an hour" "f"
"33268" NA NA "N/A" "f"
"33269" 100 NA "within an hour" "t"
"33270" NA NA "N/A" "f"
"33271" 100 90 "within a few hours" "f"
"33272" 90 100 "within an hour" "f"
"33273" NA NA "N/A" "f"
"33274" 90 83 "within an hour" "f"
"33275" 100 NA "within a day" "f"
"33276" 100 100 "within a few hours" "f"
"33277" NA NA "N/A" "f"
"33278" NA NA "N/A" "f"
"33279" 100 100 "within an hour" "f"
"33280" 100 100 "within an hour" "f"
"33281" NA NA "N/A" "f"
"33282" 80 100 "within a few hours" "f"
"33283" NA NA "N/A" "f"
"33284" NA NA "N/A" "f"
"33285" 100 92 "within an hour" "f"
"33286" 100 100 "within a few hours" "f"
"33287" NA NA "N/A" "f"
"33288" NA NA "N/A" "f"
"33289" NA NA "N/A" "f"
"33290" NA NA "N/A" "f"
"33291" 100 100 "within a few hours" "f"
"33292" 100 NA "within an hour" "f"
"33293" NA NA "N/A" "f"
"33294" 100 100 "within an hour" "f"
"33295" 100 100 "within a few hours" "f"
"33296" NA NA "N/A" "f"
"33297" 90 100 "within a few hours" "f"
"33298" NA NA "N/A" "f"
"33299" NA NA "N/A" "f"
"33300" 100 60 "within a few hours" "f"
"33301" 100 91 "within a day" "f"
"33302" 100 100 "within an hour" "f"
"33303" NA NA "N/A" "f"
"33304" NA NA "N/A" "f"
"33305" NA NA "N/A" "f"
"33306" NA NA "N/A" "f"
"33307" 99 99 "within a few hours" "f"
"33308" 100 99 "within an hour" "f"
"33309" 100 100 "within a few hours" "t"
"33310" NA NA "N/A" "f"
"33311" NA 100 "N/A" "f"
"33312" NA NA "N/A" "f"
"33313" 90 100 "within an hour" "f"
"33314" NA NA "N/A" "f"
"33315" 100 100 "within a day" "f"
"33316" 100 86 "within a few hours" "t"
"33317" 30 100 "a few days or more" "f"
"33318" 100 100 "within an hour" "f"
"33319" 67 100 "within an hour" "f"
"33320" 100 100 "within a day" "f"
"33321" 100 100 "within a few hours" "f"
"33322" NA NA "N/A" "f"
"33323" NA NA "N/A" "f"
"33324" 100 NA "within a day" "f"
"33325" 92 100 "within a few hours" "f"
"33326" 100 88 "within a few hours" "f"
"33327" 100 100 "within a day" "f"
"33328" NA NA "N/A" "f"
"33329" NA NA "N/A" "f"
"33330" NA NA "N/A" "f"
"33331" 80 50 "within a few hours" "f"
"33332" 100 100 "within an hour" "f"
"33333" 100 100 "within a few hours" "f"
"33334" 68 100 "within a day" "f"
"33335" 100 97 "within an hour" "f"
"33336" 94 100 "within an hour" "f"
"33337" 100 100 "within an hour" "f"
"33338" 100 90 "within a few hours" "t"
"33339" 100 100 "within a few hours" "f"
"33340" 70 73 "within a few hours" "f"
"33341" 100 100 "within an hour" "f"
"33342" 100 100 "within an hour" "f"
"33343" NA NA "N/A" "f"
"33344" 90 100 "within a few hours" "f"
"33345" 100 100 "within an hour" "t"
"33346" 50 NA "within a day" "f"
"33347" 100 100 "within an hour" "f"
"33348" 90 83 "within a few hours" "f"
"33349" 100 100 "within a few hours" "f"
"33350" 100 100 "within an hour" "f"
"33351" 100 100 "within a few hours" "f"
"33352" 100 97 "within a few hours" "f"
"33353" 100 100 "within an hour" "f"
"33354" 100 88 "within a few hours" "f"
"33355" 100 89 "within an hour" "t"
"33356" 50 NA "within a day" "f"
"33357" 100 100 "within an hour" "f"
"33358" 100 97 "within an hour" "f"
"33359" 99 98 "within an hour" "f"
"33360" 100 94 "within a few hours" "f"
"33361" 100 100 "within an hour" "f"
"33362" 100 89 "within an hour" "t"
"33363" 100 100 "within an hour" "f"
"33364" 100 100 "within a few hours" "f"
"33365" 100 100 "within an hour" "f"
"33366" 100 96 "within an hour" "f"
"33367" 100 100 "within a few hours" "f"
"33368" 40 NA "a few days or more" "f"
"33369" 70 33 "within a day" "f"
"33370" 100 33 "within a few hours" "f"
"33371" 100 100 "within an hour" "f"
"33372" 100 50 "within an hour" "f"
"33373" 100 76 "within an hour" "f"
"33374" 93 82 "within a few hours" "f"
"33375" 100 100 "within an hour" "f"
"33376" 100 100 "within an hour" "f"
"33377" 100 100 "within an hour" "f"
"33378" 100 93 "within a few hours" "f"
"33379" 95 100 "within an hour" "f"
"33380" 100 100 "within an hour" "f"
"33381" 94 79 "within a day" "f"
"33382" NA NA "N/A" "f"
"33383" 100 100 "within an hour" "f"
"33384" 100 100 "within an hour" "f"
"33385" 100 83 "within an hour" "f"
"33386" 100 96 "within an hour" "f"
"33387" 98 93 "within an hour" "f"
"33388" 100 63 "within an hour" "f"
"33389" 94 95 "within a few hours" "t"
"33390" 98 93 "within an hour" "f"
"33391" 100 100 "within an hour" "f"
"33392" 100 100 "within an hour" "f"
"33393" 100 100 "within an hour" "f"
"33394" 80 100 "within a day" "f"
"33395" NA NA "N/A" "f"
"33396" 100 100 "within a few hours" "f"
"33397" 100 100 "within a day" "f"
"33398" NA NA "N/A" "f"
"33399" 100 100 "within an hour" "t"
"33400" NA NA "N/A" "f"
"33401" NA NA "N/A" "f"
"33402" 100 100 "within an hour" "f"
"33403" NA NA "N/A" "f"
"33404" 96 69 "within an hour" "f"
"33405" 100 83 "within a few hours" "f"
"33406" NA NA "N/A" "f"
"33407" 80 100 "within an hour" "f"
"33408" NA NA "N/A" "f"
"33409" 94 91 "within an hour" "f"
"33410" NA NA "N/A" "f"
"33411" 90 100 "within a few hours" "f"
"33412" 100 50 "within a day" "f"
"33413" 60 50 "within a day" "f"
"33414" 100 100 "within a few hours" "t"
"33415" 100 100 "within a day" "t"
"33416" 100 100 "within an hour" "f"
"33417" 90 100 "within a day" "t"
"33418" 100 100 "within a few hours" "f"
"33419" 100 100 "within an hour" "f"
"33420" 70 73 "within a few hours" "f"
"33421" 86 100 "within an hour" "f"
"33422" NA NA "N/A" "f"
"33423" 100 92 "within an hour" "f"
"33424" NA NA "N/A" "f"
"33425" 100 100 "within an hour" "f"
"33426" 90 100 "within a few hours" "f"
"33427" 50 93 "within a day" "f"
"33428" 100 100 "within an hour" "f"
"33429" 100 100 "within an hour" "f"
"33430" 100 100 "within a few hours" "f"
"33431" 100 85 "within a few hours" "f"
"33432" 100 100 "within an hour" "f"
"33433" 100 100 "within an hour" "f"
"33434" 100 100 "within an hour" "f"
"33435" 100 100 "within a few hours" "f"
"33436" 70 100 "within a few hours" "f"
"33437" 100 75 "within an hour" "f"
"33438" NA NA "N/A" "f"
"33439" 100 100 "within an hour" "f"
"33440" 100 100 "within a few hours" "f"
"33441" 100 97 "within an hour" "f"
"33442" 100 100 "within an hour" "f"
"33443" 100 100 "within an hour" "f"
"33444" 100 100 "within an hour" "f"
"33445" 100 100 "within an hour" "f"
"33446" 100 79 "within an hour" "f"
"33447" NA NA "N/A" "f"
"33448" NA NA "N/A" "f"
"33449" 100 81 "within an hour" "f"
"33450" 100 100 "within an hour" "f"
"33451" 100 100 "within an hour" "f"
"33452" 100 53 "within a few hours" "f"
"33453" 100 100 "within a few hours" "f"
"33454" 100 67 "within an hour" "f"
"33455" NA NA "N/A" "f"
"33456" NA NA "N/A" "f"
"33457" 60 100 "within a few hours" "f"
"33458" NA NA "N/A" "f"
"33459" NA NA "N/A" "f"
"33460" NA 100 "N/A" "f"
"33461" 80 NA "within a few hours" "f"
"33462" 67 100 "within a day" "f"
"33463" 100 100 "within a few hours" "f"
"33464" 50 NA "within a day" "f"
"33465" NA NA "N/A" "f"
"33466" NA NA "N/A" "t"
"33467" 100 86 "within a few hours" "f"
"33468" 100 NA "within a day" "f"
"33469" 100 90 "within an hour" "f"
"33470" 100 100 "within an hour" "f"
"33471" NA NA "N/A" "f"
"33472" 100 50 "within an hour" "f"
"33473" 100 100 "within a few hours" "f"
"33474" 50 88 "within a day" "f"
"33475" 100 100 "within an hour" "f"
"33476" 100 100 "within an hour" "f"
"33477" 100 89 "within a few hours" "f"
"33478" 100 83 "within a few hours" "t"
"33479" NA NA "N/A" "f"
"33480" 100 100 "within an hour" "f"
"33481" NA NA "N/A" "f"
"33482" NA NA "N/A" "f"
"33483" 100 100 "within an hour" "f"
"33484" 100 100 "within an hour" "f"
"33485" 100 100 "within an hour" "f"
"33486" NA NA "N/A" "f"
"33487" 100 100 "within an hour" "f"
"33488" 60 100 "within a few hours" "f"
"33489" 94 73 "within an hour" "t"
"33490" 100 25 "within a few hours" "f"
"33491" 100 81 "within a few hours" "f"
"33492" 100 100 "within an hour" "f"
"33493" NA NA "N/A" "f"
"33494" 80 86 "within a day" "f"
"33495" 100 79 "within a few hours" "f"
"33496" 100 90 "within a few hours" "f"
"33497" 100 99 "within an hour" "f"
"33498" 75 NA "within a few hours" "f"
"33499" 100 89 "within a few hours" "f"
"33500" 100 100 "within an hour" "f"
"33501" 100 NA "within a few hours" "f"
"33502" 96 98 "within an hour" "f"
"33503" 100 100 "within an hour" "f"
"33504" 100 67 "within an hour" "f"
"33505" 100 86 "within an hour" "f"
"33506" 100 100 "within an hour" "f"
"33507" NA NA "N/A" "f"
"33508" 86 100 "within an hour" "f"
"33509" 100 100 "within an hour" "t"
"33510" NA NA "N/A" "f"
"33511" 100 100 "within an hour" "f"
"33512" 100 100 "within an hour" "f"
"33513" 100 79 "within an hour" "f"
"33514" 100 NA "within an hour" "f"
"33515" 100 100 "within an hour" "f"
"33516" NA NA "N/A" "f"
"33517" 100 92 "within an hour" "f"
"33518" 100 100 "within an hour" "f"
"33519" NA NA "N/A" "f"
"33520" NA NA "N/A" "f"
"33521" NA NA "N/A" "f"
"33522" 100 100 "within an hour" "f"
"33523" 86 100 "within a few hours" "f"
"33524" 100 0 "within a few hours" "f"
"33525" 90 50 "within a few hours" "f"
"33526" 100 100 "within a few hours" "f"
"33527" 95 100 "within a few hours" "f"
"33528" 100 60 "within a few hours" "f"
"33529" 100 100 "within a few hours" "f"
"33530" 60 100 "within a few hours" "f"
"33531" 100 NA "within a few hours" "f"
"33532" 100 57 "within a few hours" "f"
"33533" 100 93 "within a few hours" "f"
"33534" 100 0 "within an hour" "f"
"33535" 100 80 "within an hour" "f"
"33536" 100 NA "within a day" "f"
"33537" 67 0 "within a day" "f"
"33538" NA NA "N/A" "f"
"33539" NA NA "N/A" "f"
"33540" 100 92 "within an hour" "f"
"33541" 25 100 "a few days or more" "f"
"33542" 100 96 "within a few hours" "f"
"33543" 100 NA "within a few hours" "f"
"33544" 90 88 "within a few hours" "f"
"33545" 100 100 "within a few hours" "f"
"33546" 100 97 "within an hour" "f"
"33547" 100 88 "within a few hours" "f"
"33548" 33 100 "a few days or more" "f"
"33549" 50 100 "within a day" "f"
"33550" 94 91 "within an hour" "f"
"33551" NA NA "N/A" "f"
"33552" 83 33 "within a few hours" "f"
"33553" 100 73 "within a few hours" "f"
"33554" 100 96 "within a few hours" "f"
"33555" 100 100 "within a day" "f"
"33556" NA NA "N/A" "f"
"33557" 94 91 "within an hour" "f"
"33558" 75 NA "within a few hours" "f"
"33559" 80 91 "within a few hours" "f"
"33560" 90 100 "within a few hours" "f"
"33561" NA NA "N/A" "f"
"33562" NA NA "N/A" "f"
"33563" 67 100 "within a day" "f"
"33564" 100 NA "within a few hours" "f"
"33565" 100 NA "within a few hours" "f"
"33566" 100 100 "within a few hours" "f"
"33567" 100 100 "within an hour" "f"
"33568" 100 100 "within an hour" "f"
"33569" NA NA "N/A" "f"
"33570" 100 100 "within an hour" "f"
"33571" NA NA "N/A" "f"
"33572" NA NA "N/A" "f"
"33573" NA NA "N/A" "f"
"33574" NA NA "N/A" "f"
"33575" 100 NA "within a day" "f"
"33576" 100 86 "within an hour" "t"
"33577" 100 75 "within a few hours" "f"
"33578" 100 100 "within an hour" "f"
"33579" 93 82 "within a few hours" "f"
"33580" 83 100 "within a day" "f"
"33581" NA NA "N/A" "f"
"33582" 100 100 "within a few hours" "f"
"33583" 100 100 "within an hour" "f"
"33584" 100 100 "within an hour" "f"
"33585" NA NA "N/A" "f"
"33586" 100 88 "within a few hours" "f"
"33587" 100 100 "within a few hours" "f"
"33588" 100 97 "within an hour" "f"
"33589" NA NA "N/A" "f"
"33590" NA NA "N/A" "f"
"33591" 100 100 "within a few hours" "f"
"33592" 100 100 "within an hour" "f"
"33593" NA NA "N/A" "f"
"33594" NA NA "N/A" "f"
"33595" 100 91 "within an hour" "f"
"33596" 100 100 "within an hour" "f"
"33597" 100 100 "within a few hours" "f"
"33598" 100 50 "within a few hours" "f"
"33599" NA NA "N/A" "f"
"33600" 100 100 "within an hour" "f"
"33601" NA NA "N/A" "f"
"33602" 79 83 "within a few hours" "f"
"33603" 100 0 "within a day" "f"
"33604" 100 100 "within an hour" "f"
"33605" 100 64 "within a few hours" "f"
"33606" 100 100 "within an hour" "f"
"33607" NA NA "N/A" "f"
"33608" 44 100 "a few days or more" "f"
"33609" 80 100 "within a day" "f"
"33610" 91 100 "within an hour" "f"
"33611" 82 81 "within a day" "f"
"33612" NA NA "N/A" "f"
"33613" 43 NA "a few days or more" "f"
"33614" 100 100 "within an hour" "f"
"33615" NA NA "N/A" "f"
"33616" 100 100 "within a few hours" "f"
"33617" 100 NA "within a day" "f"
"33618" 50 100 "within a day" "f"
"33619" 100 100 "within an hour" "f"
"33620" 25 100 "a few days or more" "f"
"33621" 80 86 "within a few hours" "f"
"33622" 69 100 "within a few hours" "f"
"33623" NA NA "N/A" "f"
"33624" 78 100 "within an hour" "f"
"33625" 95 100 "within an hour" "f"
"33626" 100 0 "within an hour" "f"
"33627" 40 100 "a few days or more" "f"
"33628" 100 22 "within an hour" "f"
"33629" 100 100 "within an hour" "t"
"33630" 96 100 "within a few hours" "f"
"33631" 50 50 "within a day" "f"
"33632" 100 NA "within a few hours" "f"
"33633" 100 100 "within a day" "f"
"33634" NA NA "N/A" "f"
"33635" 100 100 "within a day" "f"
"33636" NA NA "N/A" "f"
"33637" 98 92 "within a few hours" "f"
"33638" 81 100 "within an hour" "f"
"33639" 100 100 "within an hour" "f"
"33640" 100 80 "within a few hours" "f"
"33641" 100 94 "within an hour" "f"
"33642" NA NA "N/A" "f"
"33643" 100 88 "within an hour" "f"
"33644" 100 100 "within an hour" "f"
"33645" NA NA "N/A" "f"
"33646" NA NA "N/A" "f"
"33647" 100 86 "within a few hours" "f"
"33648" 100 NA "within a day" "f"
"33649" NA NA "N/A" "f"
"33650" NA NA "N/A" "f"
"33651" 100 100 "within a few hours" "t"
"33652" NA NA "N/A" "f"
"33653" 90 100 "within a few hours" "f"
"33654" 78 75 "within a few hours" "t"
"33655" 100 100 "within a few hours" "f"
"33656" 100 100 "within an hour" "f"
"33657" 100 60 "within a day" "f"
"33658" NA 0 "N/A" "f"
"33659" 100 100 "within an hour" "f"
"33660" 100 100 "within an hour" "f"
"33661" 100 100 "within a day" "f"
"33662" 100 100 "within an hour" "f"
"33663" 100 100 "within an hour" "f"
"33664" 100 89 "within an hour" "f"
"33665" 100 100 "within an hour" "f"
"33666" 100 80 "within an hour" "f"
"33667" 82 81 "within a day" "f"
"33668" NA NA "N/A" "f"
"33669" 100 100 "within an hour" "f"
"33670" 70 83 "within a few hours" "f"
"33671" 100 100 "within an hour" "f"
"33672" 60 NA "within a day" "f"
"33673" 100 86 "within an hour" "f"
"33674" 100 86 "within an hour" "f"
"33675" 100 NA "within a day" "f"
"33676" 82 100 "within a day" "f"
"33677" 50 100 "within a day" "f"
"33678" NA NA "N/A" "f"
"33679" 100 100 "within an hour" "f"
"33680" 100 100 "within an hour" "f"
"33681" NA NA "N/A" "f"
"33682" 90 100 "within a few hours" "f"
"33683" 79 100 "within a day" "f"
"33684" NA NA "N/A" "f"
"33685" 25 100 "a few days or more" "f"
"33686" 100 0 "within a few hours" "f"
"33687" 100 0 "within an hour" "f"
"33688" NA NA "N/A" "f"
"33689" 100 100 "within an hour" "f"
"33690" 95 100 "within a few hours" "f"
"33691" 75 100 "within a day" "f"
"33692" 100 100 "within a few hours" "t"
"33693" 60 0 "within a day" "f"
"33694" 100 100 "within an hour" "f"
"33695" 76 81 "within a few hours" "f"
"33696" NA NA "N/A" "f"
"33697" NA NA "N/A" "f"
"33698" 100 81 "within a day" "f"
"33699" NA NA "N/A" "f"
"33700" 90 83 "within a few hours" "f"
"33701" 100 100 "within an hour" "f"
"33702" 83 33 "within a day" "f"
"33703" 50 100 "within a day" "f"
"33704" NA NA "N/A" "f"
"33705" 99 100 "within an hour" "f"
"33706" 100 91 "within a few hours" "f"
"33707" 95 100 "within a few hours" "f"
"33708" 70 67 "within a day" "f"
"33709" NA NA "N/A" "f"
"33710" 100 98 "within a day" "f"
"33711" 100 100 "within an hour" "f"
"33712" 100 100 "within an hour" "f"
"33713" 100 100 "within an hour" "f"
"33714" 100 100 "within an hour" "f"
"33715" 100 NA "within a few hours" "f"
"33716" 100 100 "within a few hours" "f"
"33717" 100 NA "within a day" "f"
"33718" NA NA "N/A" "f"
"33719" 100 100 "within an hour" "f"
"33720" 100 NA "within a day" "f"
"33721" 98 100 "within an hour" "f"
"33722" 75 67 "within a day" "f"
"33723" 100 100 "within an hour" "f"
"33724" NA NA "N/A" "f"
"33725" NA NA "N/A" "f"
"33726" 100 97 "within an hour" "f"
"33727" 100 100 "within an hour" "f"
"33728" 100 100 "within an hour" "f"
"33729" 100 100 "within an hour" "f"
"33730" 100 100 "within an hour" "f"
"33731" NA NA "N/A" "f"
"33732" 90 100 "within an hour" "f"
"33733" 94 100 "within a few hours" "f"
"33734" 100 100 "within an hour" "f"
"33735" 100 0 "within a few hours" "f"
"33736" 70 100 "within a day" "f"
"33737" NA NA "N/A" "f"
"33738" 25 NA "a few days or more" "f"
"33739" 80 86 "within a day" "f"
"33740" 90 100 "within a few hours" "f"
"33741" 92 100 "within a few hours" "f"
"33742" 100 93 "within a few hours" "f"
"33743" 100 100 "within an hour" "f"
"33744" 100 100 "within a day" "f"
"33745" 100 100 "within an hour" "f"
"33746" 80 100 "within a few hours" "f"
"33747" 100 100 "within an hour" "f"
"33748" 100 100 "within an hour" "f"
"33749" 100 NA "within a day" "f"
"33750" 100 NA "within a day" "f"
"33751" 100 67 "within a day" "f"
"33752" 40 NA "a few days or more" "f"
"33753" 50 100 "within a day" "f"
"33754" 100 100 "within an hour" "f"
"33755" 100 100 "within an hour" "f"
"33756" 93 100 "within an hour" "f"
"33757" 96 88 "within a few hours" "f"
"33758" 67 NA "within a day" "f"
"33759" NA NA "N/A" "f"
"33760" 100 96 "within a few hours" "f"
"33761" 50 0 "within a day" "f"
"33762" 100 NA "within a day" "f"
"33763" 100 0 "within a few hours" "f"
"33764" 50 80 "within a day" "f"
"33765" 60 94 "within a day" "f"
"33766" 100 NA "within a day" "f"
"33767" 100 67 "within a few hours" "f"
"33768" 100 88 "within an hour" "f"
"33769" 100 0 "within a day" "f"
"33770" 88 100 "within a few hours" "f"
"33771" 100 100 "within an hour" "f"
"33772" 100 60 "within an hour" "t"
"33773" NA NA "N/A" "f"
"33774" 100 94 "within an hour" "f"
"33775" NA NA "N/A" "f"
"33776" 100 100 "within an hour" "f"
"33777" 100 100 "within a few hours" "t"
"33778" 100 100 "within a few hours" "t"
"33779" 100 100 "within an hour" "f"
"33780" 76 93 "within a few hours" "f"
"33781" 100 100 "within an hour" "f"
"33782" NA NA "N/A" "f"
"33783" 50 80 "within a day" "f"
"33784" NA 100 "N/A" "f"
"33785" 100 100 "within a few hours" "f"
"33786" 95 81 "within an hour" "f"
"33787" NA NA "N/A" "f"
"33788" 100 71 "within a few hours" "f"
"33789" 100 94 "within an hour" "f"
"33790" 100 79 "within an hour" "f"
"33791" 100 96 "within an hour" "f"
"33792" 100 100 "within an hour" "f"
"33793" NA NA "N/A" "f"
"33794" 100 100 "within an hour" "f"
"33795" 100 NA "within a few hours" "f"
"33796" 88 38 "within a day" "f"
"33797" 100 100 "within an hour" "f"
"33798" 100 NA "within a day" "f"
"33799" 100 NA "within an hour" "f"
"33800" 100 100 "within an hour" "f"
"33801" 100 0 "within a few hours" "f"
"33802" 100 93 "within a few hours" "f"
"33803" 100 72 "within a few hours" "f"
"33804" 50 100 "within a day" "f"
"33805" 98 98 "within a few hours" "f"
"33806" 100 80 "within a few hours" "f"
"33807" 100 0 "within a few hours" "f"
"33808" 100 100 "within an hour" "f"
"33809" 100 67 "within a few hours" "f"
"33810" 70 40 "within a few hours" "f"
"33811" 100 91 "within a few hours" "f"
"33812" 97 97 "within a few hours" "f"
"33813" 88 83 "within a few hours" "f"
"33814" NA NA "N/A" "f"
"33815" 100 86 "within an hour" "f"
"33816" 99 100 "within an hour" "f"
"33817" 80 90 "within a few hours" "f"
"33818" NA NA "N/A" "f"
"33819" 100 33 "within a few hours" "f"
"33820" 95 89 "within a few hours" "f"
"33821" 80 90 "within a few hours" "f"
"33822" 100 NA "within a day" "f"
"33823" 90 100 "within a few hours" "f"
"33824" 100 100 "within a few hours" "f"
"33825" 67 100 "within a day" "f"
"33826" 100 100 "within an hour" "f"
"33827" 100 100 "within a few hours" "f"
"33828" 100 100 "within an hour" "f"
"33829" 95 100 "within a few hours" "f"
"33830" 100 100 "within an hour" "f"
"33831" 100 50 "within a few hours" "f"
"33832" 100 97 "within an hour" "f"
"33833" NA 100 "N/A" "f"
"33834" 80 100 "within a few hours" "f"
"33835" 100 94 "within a few hours" "f"
"33836" 60 86 "within a day" "f"
"33837" 100 100 "within a few hours" "f"
"33838" 100 100 "within an hour" "f"
"33839" NA NA "N/A" "f"
"33840" 100 100 "within an hour" "f"
"33841" 100 100 "within a day" "f"
"33842" 100 100 "within an hour" "f"
"33843" 94 100 "within a few hours" "f"
"33844" 50 NA "within a day" "f"
"33845" 100 96 "within a few hours" "f"
"33846" 57 NA "within a few hours" "f"
"33847" 90 100 "within an hour" "f"
"33848" 100 96 "within an hour" "f"
"33849" NA NA "N/A" "f"
"33850" 100 60 "within a few hours" "t"
"33851" 100 38 "within a day" "f"
"33852" 100 100 "within an hour" "f"
"33853" 100 NA "within a day" "f"
"33854" 100 100 "within an hour" "f"
"33855" NA NA "N/A" "f"
"33856" NA NA "N/A" "f"
"33857" NA NA "N/A" "f"
"33858" 100 93 "within an hour" "f"
"33859" NA NA "N/A" "f"
"33860" 100 83 "within a few hours" "f"
"33861" 100 100 "within an hour" "f"
"33862" 100 0 "within a few hours" "f"
"33863" 90 100 "within an hour" "f"
"33864" 100 100 "within a few hours" "f"
"33865" 100 100 "within a few hours" "t"
"33866" 100 100 "within an hour" "f"
"33867" 100 NA "within a few hours" "f"
"33868" 78 0 "within a few hours" "f"
"33869" 86 NA "within a few hours" "f"
"33870" NA NA "N/A" "f"
"33871" 100 100 "within an hour" "f"
"33872" 100 86 "within a day" "f"
"33873" 53 93 "within a day" "f"
"33874" 100 100 "within an hour" "f"
"33875" 100 100 "within a few hours" "f"
"33876" 100 100 "within an hour" "t"
"33877" 90 88 "within a few hours" "f"
"33878" NA NA "N/A" "f"
"33879" 100 100 "within an hour" "f"
"33880" 100 NA "within a day" "f"
"33881" NA NA "N/A" "f"
"33882" 100 100 "within an hour" "f"
"33883" NA NA "N/A" "f"
"33884" 100 25 "within a few hours" "f"
"33885" 100 100 "within an hour" "f"
"33886" 75 33 "within a few hours" "f"
"33887" 100 39 "within an hour" "f"
"33888" 100 100 "within an hour" "f"
"33889" 50 100 "within a day" "f"
"33890" 100 100 "within an hour" "t"
"33891" NA NA "N/A" "f"
"33892" NA NA "N/A" "f"
"33893" 100 100 "within a few hours" "f"
"33894" 100 100 "within a few hours" "f"
"33895" 100 100 "within a day" "f"
"33896" 100 96 "within an hour" "f"
"33897" NA NA "N/A" "f"
"33898" 100 73 "within a day" "f"
"33899" 88 50 "within a day" "f"
"33900" 71 100 "within a day" "f"
"33901" 100 69 "within a few hours" "f"
"33902" 100 100 "within a few hours" "f"
"33903" 100 100 "within a few hours" "f"
"33904" 100 60 "within a few hours" "f"
"33905" 100 100 "within an hour" "f"
"33906" 100 100 "within a few hours" "f"
"33907" 100 100 "within a few hours" "f"
"33908" 90 NA "within a day" "f"
"33909" 71 0 "within a day" "f"
"33910" 100 100 "within a few hours" "f"
"33911" 100 100 "within a few hours" "f"
"33912" 75 0 "within a day" "f"
"33913" 100 97 "within an hour" "f"
"33914" 100 100 "within an hour" "f"
"33915" NA NA "N/A" "f"
"33916" NA NA "N/A" "f"
"33917" NA NA "N/A" "f"
"33918" 71 100 "within a few hours" "f"
"33919" 53 100 "within a day" "f"
"33920" 100 NA "within an hour" "f"
"33921" 100 100 "within an hour" "f"
"33922" 100 86 "within an hour" "f"
"33923" 100 NA "within a few hours" "f"
"33924" 100 100 "within an hour" "f"
"33925" 60 NA "within a day" "f"
"33926" 100 NA "within a day" "f"
"33927" 100 76 "within a few hours" "f"
"33928" NA NA "N/A" "f"
"33929" 100 0 "within an hour" "f"
"33930" 100 0 "within an hour" "f"
"33931" 100 60 "within an hour" "f"
"33932" NA NA "N/A" "f"
"33933" 100 100 "within an hour" "f"
"33934" 100 75 "within a day" "t"
"33935" 33 0 "a few days or more" "t"
"33936" 100 100 "within an hour" "f"
"33937" 100 NA "within a day" "f"
"33938" 100 100 "within an hour" "f"
"33939" 100 100 "within a day" "f"
"33940" NA NA "N/A" "f"
"33941" 96 95 "within a few hours" "f"
"33942" 72 76 "within a few hours" "f"
"33943" 100 71 "within a few hours" "f"
"33944" 80 60 "within a day" "f"
"33945" NA NA "N/A" "f"
"33946" NA NA "N/A" "f"
"33947" 100 100 "within an hour" "f"
"33948" 94 93 "within a few hours" "f"
"33949" NA NA "N/A" "f"
"33950" 100 100 "within an hour" "f"
"33951" 97 97 "within a few hours" "f"
"33952" 100 80 "within a few hours" "f"
"33953" 100 100 "within a few hours" "f"
"33954" 100 100 "within an hour" "f"
"33955" 33 NA "a few days or more" "f"
"33956" 70 100 "within a day" "f"
"33957" 100 100 "within a few hours" "f"
"33958" 100 100 "within a few hours" "f"
"33959" 100 100 "within a few hours" "f"
"33960" NA NA "N/A" "f"
"33961" 100 100 "within a few hours" "f"
"33962" NA NA "N/A" "f"
"33963" 100 50 "within an hour" "f"
"33964" 100 33 "within a few hours" "f"
"33965" 100 78 "within an hour" "f"
"33966" NA NA "N/A" "f"
"33967" 100 100 "within an hour" "f"
"33968" 100 67 "within an hour" "f"
"33969" NA NA "N/A" "f"
"33970" 84 98 "within a few hours" "f"
"33971" NA NA "N/A" "f"
"33972" NA NA "N/A" "f"
"33973" 100 100 "within an hour" "f"
"33974" 100 0 "within a few hours" "f"
"33975" 100 100 "within a few hours" "f"
"33976" 100 100 "within an hour" "f"
"33977" 100 100 "within an hour" "f"
"33978" 95 99 "within an hour" "f"
"33979" 90 100 "within a few hours" "f"
"33980" 100 100 "within a few hours" "f"
"33981" 100 100 "within an hour" "f"
"33982" 33 100 "a few days or more" "f"
"33983" 100 0 "within a few hours" "f"
"33984" 100 93 "within an hour" "f"
"33985" 70 100 "within a day" "f"
"33986" 100 100 "within a few hours" "f"
"33987" 100 80 "within a few hours" "t"
"33988" 100 NA "within an hour" "f"
"33989" 33 NA "a few days or more" "f"
"33990" 100 100 "within an hour" "f"
"33991" 70 67 "within a day" "f"
"33992" 99 99 "within an hour" "f"
"33993" 56 40 "within a day" "f"
"33994" 67 0 "within a day" "f"
"33995" 60 57 "within a day" "f"
"33996" 57 100 "within a day" "f"
"33997" 100 100 "within a few hours" "f"
"33998" 100 100 "within an hour" "f"
"33999" 95 89 "within an hour" "f"
"34000" 100 100 "within an hour" "f"
"34001" 92 100 "within an hour" "f"
"34002" 100 80 "within an hour" "f"
"34003" 97 97 "within a few hours" "f"
"34004" 100 100 "within an hour" "f"
"34005" 100 NA "within a few hours" "f"
"34006" 100 100 "within an hour" "f"
"34007" 100 100 "within a few hours" "f"
"34008" 90 88 "within a day" "f"
